"serial","experiment_number","datetime","path","experiment_name","consent_1","mturk_ID","submit","start","stamp","length","scen1_1","scen1_2","scen2_1","scen2_2","scen3_1","scen3_2","scen3_3","scen3_4","scen3_5","scen4_1","f_scen4_1","scen4_2","scen4_3","hard_scen1_1","hard_scen1_2","hard_scen2_1","hard_scen2_2","hard_scen3_1","hard_scen3_2","hard_scen3_3","hard_scen3_4","hard_scen3_5","hard_scen4_1","f_hard_scen4_1","hard_scen4_2","hard_scen4_3","easy_ST_1","easy_ST_2","hard_ST_1","hard_ST_2","hard_ST_3","hard_ST_4","hard_ST_5","hard_ST_6","hard_ST_7","hard_ST_8","hard_ST_9","hard_ST_10","macarth","f_macarth","brazil1_Q1","brazil1_Q2","brazil1_Q3","brazil1_Q4","brazil1_Q5","brazil1_Q6","brazil1_Q7","brazil2_Q8","brazil2_Q9","brazil2_Q10","brazil2_Q11","brazil2_Q12","brazil2_Q13","brazil2_Q14","Income","f_Income","Household_Size","f_Household.Size","Education","f_Education","Sex","f_Sex","Age","Month_of.Birth","f_Month.of.Birth","Marital","f_Marital","Current_Employment","f_Current.Employment","Current_Occupation","f_Current.Occupation","Children","f_Children","Race","f_Race","Political","f_Political","beta","daily_dsic_rate"
132364,552,"2015-03-09 12:31:04",2,"experiment_Mar15_20","Y","A1Z7J3XE1R8TYT","2015-03-09 12:32:45","2015-03-09 12:31:05","2015-03-09 12:32:45","100sec","Y","I could cut back on my spending...maybe cancel my cable, and mooch off the neighbor's wifi internet. I could buy store brand groceries too, and other things like that.","Y","I would take the money out of my savings - it really isn't a big deal. It would cause no long term consequences to me and my family.","Y","I would take the money out of my checking account. We just wouldn't be able to go on vacation that year, is all. It would all work out in the end, though.","N","N","It depends on the symptoms the car is having. For instance, I couldn't bear it if the heating element went out in the middle of winter, and would have to have that fixed.","opt_1",1,"Y","No, it wouldn't be. Interest is never worth it. It's like you're paying something for absolutely nothing. I always prefer to pay in full, when I can.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust the police to keep me and my family safe.","I trust the ambulance to get here quickly if I have a heart attack.","I trust the bank to keep my money safe, and not steal it.","I trust the ADT company to protect my home from ""ethnic"" burglars.","I trust the plumber to fix my kitchen sink pipes before the whole floor falls through.","I trust the school bus not to get into a terrible accident and harm my kids.","I trust the zoo has strong enough bars so that the animals don't get out.","I trust the grocery store not to sell me tin cans full of botulism. ","I trust the burger flippers and mcdonalds to wash their hands before touching my burger.","I trust the doctor not to shout about my medical records to everybody.",6,6,3,4,3,3,3,1,2,1,4,1,4,1,4,3,2,"$10,000 to $19,999",3,"3",7,"Associate degree (for example: AA, AS)",2,"Female",1990,12,"December",3,"Married",1,"Employed less than 3 years for the same company",11,"Healthcare",2,"1",3,"Caucasian/White",1,"Democrat",1.08770188549801,0.000756454091754748
132366,552,"2015-03-09 12:37:56",1,"experiment_Mar15_20","Y","A1VLZL3CA1WMPT","2015-03-09 12:38:30","2015-03-09 12:37:57","2015-03-09 12:38:30","33sec","N","I'm already on a very tight budget.  5% would put me below what I can easily survive on, and put me at risk of falling behind if anything goes wrong.","Y","I would probably put it on a credit card.  My daily budget for food would have to be cut in half so that I could pay my other bills, though.","N","If I did this, I would have to withdraw from my savings or checking account, which I need to keep up to certain levels for my bills.","N","Y","It wouldn't be easy, because my car is fairly necessary.  I would probably wait until I paid my bills, then see if I have enough left.","opt_2",2,"N","If I had to buy a refrigerator, I wouldn't have a choice.  I can't currently come up with $399 cash at this point.  If I could wait, I might be able to.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We trust other drivers, to some degree at least, to obey driving laws.","We trust fast food workers to prepare our food safely.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,1,3,1,3,2,3,1,3,3,1,"Less than $10,000",1,"1",3,"9th, 10th or 11th grade",1,"Male",1995,11,"November",1,"Never married",4,"Unemployed and looking for work",13,"Labor/production/construction/transportation",1,"None",3,"Caucasian/White",3,"Independent",1.07167258788749,0.00635404046404511
132367,552,"2015-03-09 12:38:09",2,"experiment_Mar15_20","Y","A36SM7QM8OK3H6","2015-03-09 12:38:24","2015-03-09 12:38:10","2015-03-09 12:38:24","14sec","Y","5% is not that much, so I would be fine. I have some savings and I live within my means, so I don't think I would need to change much of anything.","Y","I have over $200 saved up right now, and if I didn't, I could ask a family member to lend me the money, even though I wouldn't want to.","Y","I'm not sure what you mean by liquidating savings. I would take the money out of my savings account, if that's what you mean.","N","N","I've done this before and I strongly regretted it because my car DID break down and it ended up costing me a large amount of money.","opt_2",2,"Y","Yes, it doesn't seem like a lot of money and it would leave me more money in my savings account in case of a real emergency, like my car needing repairs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"public transportation options","local community health clinic","local humane society clinic","the university I attend","my bank where I have my money","my apartment management company","my credit union where I have some more money","the places where I shop for things I need","car repair shop where I had my car fixed","my local police department",3,3,3,1,3,1,2,1,3,2,5,2,5,1,4,5,3,"$20,000 to $29,999",1,"1",8,"Bachelor's degree (for example: BA, AB, BS)",2,"Female",1987,4,"April",1,"Never married",1,"Employed less than 3 years for the same company",11,"Healthcare",1,"None",3,"Caucasian/White",1,"Democrat",1.03328640483291,0.00297928745656802
132368,552,"2015-03-09 12:38:48",3,"experiment_Mar15_20","Y","A2Z11BHUBDVKMB","2015-03-09 12:39:21","2015-03-09 12:38:49","2015-03-09 12:39:21","32sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","I would be able to maintain, as 15% would not be a significant hit in my income. I would possibly cut back on some of the unecessary spending that I do, but in general I would be ok with how I am living, just small changes would have to be made.","Y","I would go into some of my savings. It would be a slight hit in my financial goals, and I would possibly have to make a couple changes just to ensure that that I would be back on track in no time. ","N","I would not pay the full amount in cash as it is better to space it out over time.  You are able to plan and not liquidating your savings is also pretty good as well, because you can somehow generate new income to cover what your borrowed.","Y","N","I would take out the loan, simply because it would not be a big financial hit compared to paying that fully amount one time. I would not risk leaving the car as is, simply because it breaking down could result in a much bigger cost, compared to if I had just fixed it when I could. It would be pretty easy as I would rather space out a payment over time, than take a big hit.","opt_2",2,"Y","yes because you are not tying your money up one time in somehting. You could invest the money you have left over to generate more to cover the cost of the fridge loan.","social trust in my community is very high. They have been shown to rally around a common goal and have been successful in the past. It is good to know people come together and work on a common goal.","my social trust in banks is pretty low, as they are just in it for the money. They really do not  care about the customer and profits are their driving factor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,1,5,1,5,1,5,1,5,1,5,1,5,5,6,"$50,000 to $59,999",3,"3",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1979,1,"January",3,"Married",1,"Employed less than 3 years for the same company",3,"Arts/design/entertainment/music/media",2,"1",2,"Black/African descent",1,"Democrat",1.00491248047817,0.00720144868412604
132369,552,"2015-03-09 12:38:53",4,"experiment_Mar15_20","Y","A2541C8MY0BYV3","2015-03-09 12:39:09","2015-03-09 12:38:54","2015-03-09 12:39:09","15sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","If i recieved a 15% cut in my salary, this would definitely affect me greatly. First, i wouldn't be able to eat out as much anymore. Before i would probably buy food three our of 7 days of the week. Everytime we bought food, it would be around $50-$60 dollars. With a 15% cut i would have to stop that and start cooking on my own. Second, i would have to stop splurging when i'm out shopping. I would need to learn how to save and look at coupons. I would need to figure out what's on sale and teach myself how to manage my money better.","Y","If i needed to come up with an immediate $2000 dollars, my first option would be to borrow from the bank. I would make the bank back in parts and interest. If i decide not to go with that plan, i can always turn to my parents and ask them nicely to lend me $2,000. I would promise to pay them back as soon as i possibly can. This would not affect me in the long run as i would most definitely make that $2,000 back from working.","Y","I would definitely pay the full amount in cash. It would not require any liquidating savings. I consider myself a responsible saver and have enough in my bank account to cover the costs. If anything, like previously stated, i can always ask my parents or my girlfriend to loan me some money for the time being.","Y","N","This would be an easy decision for me to make. I would definitely pay it off now. If i was to forego the procedure and keep driving my car, like stated, there is a great possibility that my car can break down. If this happens, i would just have to pay a greater expense(which would be stupid). I would definitely do anything i can to be able to pay the service off now.","opt_1",1,"Y","The interest would definitely be worth paying depending on your situation. If you don't have the money on hand, the interest option is recommendable because the interest isn't too high for a year's option. I, myself, would have the money on hand so i would choose the pay it all first. Paying it off wouldn't put me in any financial crisis  and i wouldn't have to pay any interest.",NA,NA,"Banks. I trust that the banks are loaning me money that i need.","Schools. I trust that schools are offering education needed by kids.","Transportation. I trust that public transportation would take me where i need to be with no problems.","Obamacare. I trust that it would provide me with the correct procedures and help if i'm in need.","Government. I trust that the government is doing their best to make the U.S. a great place to live.","Social News. I trust that the news media is providing me with real information.","Grocery Stores. I trust that grocery stores will provide me with my everyday needs.","Public help lines. I trust that help lines would help me if i'm in a state of depression.","Unemployment benefits. I trust that if i get layed off, the government would assist me.","College. I trust that colleges will give me the right education for me to use in the real world.",6,6,3,3,3,2,4,2,4,2,4,4,4,2,4,4,7,"$60,000 to $69,999",3,"3",5,"Some college, but not currently enrolled",1,"Male",1987,12,"December",1,"Never married",1,"Employed less than 3 years for the same company",20,"Sales and marketing",1,"None",1,"Asian",3,"Independent",0.893143122976985,0.0106526580445438
132370,552,"2015-03-09 12:39:14",1,"experiment_Mar15_20","Y","A2YPWT2UKHWRN0","2015-03-09 12:39:25","2015-03-09 12:39:15","2015-03-09 12:39:25","10sec","Y","I make enough money that I can adjust my savings to account for the difference. I would simply put less money into savings each month to cover the cost.","Y","I would take $200 out of savings. This would not really cause me any harm or discomfort and I would try to replace the money as soon as possible.","Y","I would just move the money out of my savings to pay for this. This amount would really not affect my financial situation and I would try to replace the funds as soon as possible.","N","N","This is a no brainer. I would take the money out of savings and pay it in cash immediately. This would not be that big of a deal to me.","opt_2",2,"Y","I would prefer to pay this over 12 months to avoid dipping that far into savings. Ideally, I would find a 0% interest offer and pay that way. You can almost always find one.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I recently was traveling for work, and I asked an airline employee to watch my computer and tablet while I went to the restroom.","I trust my church to take my money and use it wisely for the betterment of our community. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,1,4,1,3,1,5,1,4,1,4,1,5,4,8,"$70,000 to $79,999",4,"4",8,"Bachelor's degree (for example: BA, AB, BS)",1,"Male",1985,2,"February",3,"Married",2,"Employed 3 or more years for the same company",20,"Sales and marketing",3,"2",3,"Caucasian/White",4,"None",1.01509830901151,0.00289539091990778
132385,552,"2015-03-09 12:42:25",1,"experiment_Mar15_20","Y","A34D413HR7ZIFM","2015-03-09 12:42:49","2015-03-09 12:42:26","2015-03-09 12:42:49","23sec","Y","I may need to cut down on food quality, or how much I spend per week, or cut back on entertainment, but I think that would still be able to live off of that cut. I would definitely not be happy about it, though.","Y","I usually have money saved in my bank. But, if I didn't, I could use a credit card. It wouldn't hurt too bad, unless it happened often. No sacrifices, really.","Y","I would have to take money from my savings. If I didn't have it in savings then I would have to use a credit card. Either way I would find a way to do it.","N","N","If it was something that was said to need done then I would do it. If I absolutely couldn't think of a way to come up with the amount then I may let it go for a short period of time, but the risk outweighs the decision to wait. It would cost more in the end if the car messed up.","opt_1",1,"Y","Yes, the interest would be worth paying for the ability to pay it over time. That would free me to keep money in the bank for something that may not allow me to make payments.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I had an incident at my bank where someone got money from my account. I trusted my bank to handle the matter and the incident hasn't happened since. ","I trust my children's schools every day to keep my children safe and, for the most part, they do a good job.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,3,1,1,1,5,1,4,1,5,1,5,4,8,"$70,000 to $79,999",4,"4",4,"High school diploma or the equivalent (for example: GED)",2,"Female",1981,10,"October",3,"Married",3,"Self-employed",6,"Computer and mathematical",3,"2",3,"Caucasian/White",3,"Independent",0.780557096292542,0.00425564973820248
132387,552,"2015-03-09 12:45:13",3,"experiment_Mar15_20","Y","A3BUX2X4NAIB3K","2015-03-09 12:45:28","2015-03-09 12:45:15","2015-03-09 12:45:28","13sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would definitely not be able to continue my same lifestyle. Unfortunately, I only make minimum wage with under 30 hours a week. It's hard enough already.","N","I would try to get loans from family and friends first, and then try other avenues such as bank loans, credit cards, anything like that. I would have to suffer paying more if I use credit, and then possibly having friends and family be strict about paying back.","Y","I would possibly have enough in my savings, however that would just be my savings alone. I wouldn't be able to afford anything else for a very long time and would be incredibly broke.","Y","Y","I would definitely take that chance. While it's an extra $300, I would still be able to live and not have to worry a whole lot about not having money for food, gas, other necessities. It would be worthwhile in the long run.","opt_2",2,"Y","Even though it's an extra $201, I would definitely be able to pay $100 per month, rather than the $999 up front. It would make my life a lot easier, having to pay it off slowly, even though it costs a little extra.","The public transport here is definitely on time, and has tried to become more environmentally friendly. It helps also with local schools and colleges.","The health care here is excellent. We have two main hospitals with several branches each that are both excellent in care. We are known for a lot of our hospitals and special care units, to that we're nationally wide known.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,1,3,1,2,1,3,1,3,1,4,3,6,"$50,000 to $59,999",4,"4",5,"Some college, but not currently enrolled",2,"Female",1992,3,"March",1,"Never married",1,"Employed less than 3 years for the same company",20,"Sales and marketing",1,"None",3,"Caucasian/White",1,"Democrat",1.18102259486504,0.0214139657905829
132389,552,"2015-03-09 12:52:18",1,"experiment_Mar15_20","Y","A35RGUQZRI1Q3M","2015-03-09 12:52:48","2015-03-09 12:52:19","2015-03-09 12:52:48","29sec","Y","In my current situation, I make more money than my cost of living requires, and everything extra I put into savings. If I lost 5% of that income, I would save a bit more slowly, but my lifestyle would probably stay the same.","Y","I have sufficient savings to sacrifice 200 dollars for an emergency or unforeseen event. There wouldn't be any real consequences. I'd likely just be annoyed that I have to work another week to get my savings back up to where they were.","Y","I'd just have to withdraw the money from my savings account. It would be kind of annoying, but it wouldn't be much of a real practical hassle.","N","Y","This would probably be the easiest decision to make, because it means I don't have to part with any money and I can put it out of my mind, silly as this is.","opt_2",2,"Y","Yes, I think it'd be worth it. It's only an extra $81 over a year, which is pretty negligible. I would likely feel like I am saving money, even if I'm not.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I had a near-fatal allergic reaction to a bee sting, and I had to put my trust in the local hospital.","Social trust is usually justified at school in almost any circumstance.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,2,1,3,1,3,1,3,2,2,1,3,3,3,"$20,000 to $29,999",2,"2",4,"High school diploma or the equivalent (for example: GED)",1,"Male",1990,10,"October",3,"Married",3,"Self-employed",21,"Self-employed/entrepreneur",1,"None",3,"Caucasian/White",3,"Independent",1.04490937387023,0.00444385771988004
132392,552,"2015-03-09 13:02:29",4,"experiment_Mar15_20","Y","A1153ZIEQX0ZJ8","2015-03-09 13:02:52","2015-03-09 13:02:31","2015-03-09 13:02:52","21sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Probably not. I would want to save money incase of unknown consequences. As a result, I would have trepidation about maintaining my current lifestyle, and worried about the future.","Y","I would ask my family members to borrow the money. They're very supportive, and I know they would be open to helping me out, if I was to asked.","Y","Probably. I would need to get money out of my saving, to pay off for the insurance for my car. It's the only way, I can see it going for right now.","N","N","I would ask around for money. Whether it be family or friends. I am adamant about not getting a loan from a bank. As a result, I will do whatever possible from going in this route.","opt_1",1,"Y","No. I would rather pay it off, than pay off the interest rate, which is off putting to me. It will save me money in the long run.",NA,NA,"Trusting my social group. It justified by that they're dependable.","Trusting my bank. They have done the right thing thus far.","Trusting my government. I trust them to do the right thing.","Trusting the police. I trust them to do their duties and protecting me.","Trusting my doctor. I trust them to provide me information to get better.","Trusting my pharmacy. I trust them to give me the right prescription.","Trusting my girlfriend. I trust her to be loyal to me.","Trusting my mechanic. I trust not to rip me off, and do a good job.","Trusting my boss. I trust him to make the right decision at work.","Trusting my cousins. I trust them to do what is right.",5,5,2,3,3,4,3,3,3,3,4,3,3,3,3,2,7,"$60,000 to $69,999",4,"4",6,"Some college, and currently enrolled",1,"Male",1989,12,"December",1,"Never married",2,"Employed 3 or more years for the same company",10,"Food services",1,"None",1,"Asian",3,"Independent",0.914873274247684,0.00235519905228291
132393,552,"2015-03-09 13:13:31",1,"experiment_Mar15_20","Y","AZ9BZONG644TU","2015-03-09 13:14:13","2015-03-09 13:13:32","2015-03-09 13:14:13","41sec","Y","I'd just have to pay down debt at a slower pace than I am. I make pretty high payments on all our debt to get ahead. If needed I could cut back to min payments","Y","Probably put it on a credit card. It would be easy to pay that amount back fairly quickly. Impact would be minor and no sacrific es ","Y","There's at least that much in my mturk scout at any given time. Why do these need to 100 characters ? That seems silly when it's a simple answer","N","N","East decision. You fix things before they go seriously wrong and could cost tons of money. Maintaining things you have is one of the easiest ways to save money","opt_1",1,"Y","No. That's too much interest. I only pay low rates because I have very good credit. If needed I could use a credit card advance at a lower rate ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One should trust that the police are doing what they should be to stop crime and prevent injury","I have to trust that my doctor is giving me accurate information regarding my health decisions or I could be in serious trouble if they recommend something that will harm me ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,5,1,3,1,4,1,4,1,4,1,5,5,7,"$60,000 to $69,999",3,"3",7,"Associate degree (for example: AA, AS)",2,"Female",1983,4,"April",3,"Married",2,"Employed 3 or more years for the same company",18,"Police/firefighter/correction officer/security",2,"1",3,"Caucasian/White",1,"Democrat",0.965993987563389,0.0014917831481228
