"serial","experiment_number","datetime","path","experiment_name","s916854.q3290.consent.1","s916854.q3289.mturk_ID","s.916854.submit","s.916854.start","s.916854.stamp","s.916854.length","s597418.q3178.scen1_1","s597418.q3179.scen1_2","s.597418.submit","s.597418.start","s.597418.stamp","s.597418.length","s353562.q3184.scen2_1","s353562.q3185.scen2_2","s.353562.submit","s.353562.start","s.353562.stamp","s.353562.length","s835338.q3190.scen3_1","s835338.q3191.scen3_2","s835338.q3192.scen3_3","s835338.q3193.scen3_4","s835338.q3194.scen3_5","s.835338.submit","s.835338.start","s.835338.stamp","s.835338.length","s678612.q3199.scen4_1","f.s678612.q3199.scen4_1","s678612.q3200.scen4_2","s678612.q3201.scen4_3","s.678612.submit","s.678612.start","s.678612.stamp","s.678612.length","s873281.q3260.hard_scen1_1","s873281.q3261.hard_scen1_2","s.873281.submit","s.873281.start","s.873281.stamp","s.873281.length","s576721.q3219.hard_scen2_1","s576721.q3220.hard_scen2_2","s.576721.submit","s.576721.start","s.576721.stamp","s.576721.length","s196727.q3230.hard_scen3_1","s196727.q3231.hard_scen3_2","s196727.q3232.hard_scen3_3","s196727.q3233.hard_scen3_4","s196727.q3234.hard_scen3_5","s.196727.submit","s.196727.start","s.196727.stamp","s.196727.length","s292542.q3239.hard_scen4_1","f.s292542.q3239.hard_scen4_1","s292542.q3240.hard_scen4_2","s292542.q3241.hard_scen4_3","s.292542.submit","s.292542.start","s.292542.stamp","s.292542.length","s799779.q3207.easy_ST_1","s799779.q3208.easy_ST_2","s.799779.submit","s.799779.start","s.799779.stamp","s.799779.length","s233454.q3246.hard_ST_1","s233454.q3247.hard_ST_2","s233454.q3248.hard_ST_3","s233454.q3249.hard_ST_4","s233454.q3250.hard_ST_5","s233454.q3251.hard_ST_6","s233454.q3252.hard_ST_7","s233454.q3253.hard_ST_8","s233454.q3254.hard_ST_9","s233454.q3255.hard_ST_10","s.233454.submit","s.233454.start","s.233454.stamp","s.233454.length","s177542.q3214.macarth","f.s177542.q3214.macarth","s.177542.submit","s.177542.start","s.177542.stamp","s.177542.length","s488174.q3158.brazil1.Q1","s488174.q3158.brazil1.Q2","s488174.q3158.brazil1.Q3","s488174.q3158.brazil1.Q4","s488174.q3158.brazil1.Q5","s488174.q3158.brazil1.Q6","s488174.q3158.brazil1.Q7","s488174.q3159.brazil2.Q8","s488174.q3159.brazil2.Q9","s488174.q3159.brazil2.Q10","s488174.q3159.brazil2.Q11","s488174.q3159.brazil2.Q12","s488174.q3159.brazil2.Q13","s488174.q3159.brazil2.Q14","s.488174.submit","s.488174.start","s.488174.stamp","s.488174.length","s134398.q3266.Income","f.s134398.q3266.Income","s134398.q3267.Household Size","f.s134398.q3267.Household Size","s134398.q3268.Education","f.s134398.q3268.Education","s.134398.submit","s.134398.start","s.134398.stamp","s.134398.length","s458795.q3143.Sex","f.s458795.q3143.Sex","s458795.q3144.Age","s458795.q3145.Month of Birth","f.s458795.q3145.Month of Birth","s458795.q3146.Marital","f.s458795.q3146.Marital","s458795.q3147.Income","f.s458795.q3147.Income","s458795.q3148.Education","f.s458795.q3148.Education","s458795.q3149.Current Employment","f.s458795.q3149.Current Employment","s458795.q3150.Current Occupation","f.s458795.q3150.Current Occupation","s458795.q3151.Children","f.s458795.q3151.Children","s458795.q3152.Race","f.s458795.q3152.Race","s458795.q3153.Political","f.s458795.q3153.Political","s.458795.submit","s.458795.start","s.458795.stamp","s.458795.length"
132504,552,2015-03-16 11:31:39,NA,"experiment_Mar15_20","Y","A6WK319U256SM","2015-03-16 11:32:08","2015-03-16 11:31:40","2015-03-16 11:32:08","28sec",NA,NA,NA,"2015-03-16 11:32:09","2015-03-16 11:35:27","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132505,552,2015-03-16 11:34:42,NA,"experiment_Mar15_20","Y","A26UIS59SY4NM6","2015-03-16 11:35:41","2015-03-16 11:34:44","2015-03-16 11:35:41","57sec","Y","I save more than that per month. Wouldn't change my lifestyle. The real question is would I stay in that job? Definitely not!","2015-03-16 11:37:12","2015-03-16 11:35:42","2015-03-16 11:37:12","90sec","Y","I would just go to an ATM machine and pull it out of the bank. It would not be a hardship or have long-term consequences, but would piss me off because it is usually my cats vet bill.","2015-03-16 11:38:34","2015-03-16 11:37:13","2015-03-16 11:38:34","81sec","Y","I would go to the bank atm machine and get the money out and then I would pay it off right away. I don't like bills hanging over me.","N","N","I would think about the long-term consequences of not fixing it now. Same with the cat. It's always better to take care of things like this immediately.","2015-03-16 11:40:53","2015-03-16 11:38:36","2015-03-16 11:40:53","137sec","opt_1","1.","Y","No. Only if I can get more out of the money by keeping it in the bank for the duration of the loan. The above scenario has a terrible interest rate.","2015-03-16 11:42:27","2015-03-16 11:40:55","2015-03-16 11:42:27","92sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-16 11:42:29","2015-03-16 11:42:29","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132506,552,2015-03-16 11:37:15,"3","experiment_Mar15_20","Y","AKATCXM6HXIU7","2015-03-16 11:37:28","2015-03-16 11:37:16","2015-03-16 11:37:28","12sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","No I would not because I have a lot of bills that I need to pay and certain credit obligations to maintain. I would have to cut down in other areas just to get by or else pick up a side income.It would definitely put an impact on leisure activities because we could no longer do all the things we did as a family.","2015-03-16 11:38:47","2015-03-16 11:37:29","2015-03-16 11:38:47","78sec","Y","I would have to make cash advances on my credit cards to get the money. It may be quick but it will definitely cost me in the long run. I would have to make bigger payments on cards and I would definitely be in debt longer.","2015-03-16 11:40:07","2015-03-16 11:38:47","2015-03-16 11:40:07","80sec","N","I would have to go to my credit union and get a loan where I have to pay back. It will be yet another debt that I have to incure to get it fixed.","Y","N","I would decide which is the safest thing to do for my family and I. I am all about the safety of my kids. Not being able to have a vehicle or have one that breaks down is a big inconvienence.","2015-03-16 11:43:27","2015-03-16 11:40:08","2015-03-16 11:43:27","199sec","opt_2","2.","N","yes because I need the refrigerator now and I would rather pay the interest instead of taking out all the money I may have saved.","2015-03-16 11:44:12","2015-03-16 11:43:28","2015-03-16 11:44:12","44sec","An example would be at a church function. Everyone who goes to the church is able to be trusted and be counted on.","Another example would be my bank. I can go in and deposit my money without worrying what will happen or whether or not someone would want to steal my info. They are very trusting where I bank.","2015-03-16 11:46:29","2015-03-16 11:44:12","2015-03-16 11:46:29","137sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2","2015-03-16 11:48:24","2015-03-16 11:48:17","2015-03-16 11:48:24","7sec","5","1","4","1","3","1","5","1","3","1","4","1","4","4","2015-03-16 11:49:10","2015-03-16 11:48:24","2015-03-16 11:49:10","46sec",3,"$20,000 to $29,999",5,"5",6,"Some college, and currently enrolled","2015-03-16 11:49:25","2015-03-16 11:49:11","2015-03-16 11:49:25","14sec",2,"Female","1976",9,"September",3,"Married",3,"$20,000 to $29,999",6,"Some college, and currently enrolled",2,"Employed 3 or more years for the same company",11,"Healthcare",4,"3",3,"Caucasian/White",3,"Independent","2015-03-16 11:50:06","2015-03-16 11:49:25","2015-03-16 11:50:06","41sec"
132507,552,2015-03-16 11:38:23,NA,"experiment_Mar15_20","Y","ALEJV7D94ZLHF","2015-03-16 11:38:34","2015-03-16 11:38:24","2015-03-16 11:38:34","10sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-16 11:38:34","2015-03-16 11:38:37","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132508,552,2015-03-16 11:40:44,NA,"experiment_Mar15_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132509,552,2015-03-16 11:40:44,NA,"experiment_Mar15_20","Y","A1XDXU43RJY8X7","2015-03-16 11:41:25","2015-03-16 11:40:46","2015-03-16 11:41:25","39sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-16 11:41:25","2015-03-16 11:41:27","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132510,552,2015-03-16 11:40:46,"2","experiment_Mar15_20","Y","A35KO5LPASBFI9","2015-03-16 11:41:31","2015-03-16 11:40:47","2015-03-16 11:41:31","44sec","Y","It's not too big of a dramatic change in income. I think all I'd really have to cut back on would be coffee and trips to stores when I don't REALLY need to go.","2015-03-16 11:42:12","2015-03-16 11:41:32","2015-03-16 11:42:12","40sec","N","I would have to borrow it from a family member and pay it back over the next few months. I'd have to stop all activities outside of paying bills to get it paid back.","2015-03-16 11:42:59","2015-03-16 11:42:12","2015-03-16 11:42:59","47sec","Y","I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.I don't know.","Y","N","I would have to take out the loan. It would be a semi-difficult decision to make. I don't know what else you want me to write here.","2015-03-16 11:44:13","2015-03-16 11:42:59","2015-03-16 11:44:13","74sec","opt_2","2.","N","Yes. I wouldn't have the $399 up front to pay. I wouldn't have a choice here.
Yes. I wouldn't have the $399 up front to pay. I wouldn't have a choice here.","2015-03-16 11:45:06","2015-03-16 11:44:14","2015-03-16 11:45:06","52sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"As for hospitals, I only trust one in my area. And even then, we still haven't figured out what is wrong with me.","I trust my bank that I use. I've never had a problem with them.","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. ","2015-03-16 11:50:19","2015-03-16 11:45:07","2015-03-16 11:50:19","312sec",4,"4","2015-03-16 11:54:34","2015-03-16 11:54:28","2015-03-16 11:54:34","6sec","2","2","2","2","1","1","2","1","1","1","1","1","2","1","2015-03-16 11:57:30","2015-03-16 11:54:35","2015-03-16 11:57:30","175sec",4,"$30,000 to $39,999",6,"6",6,"Some college, and currently enrolled","2015-03-16 11:57:52","2015-03-16 11:57:31","2015-03-16 11:57:52","21sec",2,"Female","1993",11,"November",1,"Never married",4,"$30,000 to $39,999",6,"Some college, and currently enrolled",7,"A student",22,"Student",1,"None",3,"Caucasian/White",3,"Independent","2015-03-16 11:59:17","2015-03-16 11:57:52","2015-03-16 11:59:17","85sec"
132511,552,2015-03-16 11:41:40,NA,"experiment_Mar15_20","Y","A1BAEFJ2OG7NJ0","2015-03-16 11:42:25","2015-03-16 11:41:42","2015-03-16 11:42:25","43sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I would have to eliminate travel.  I would have to eliminate all leisure activities.  I would need to be a more careful shopper.  It would not affect any necessities, such as housing or transporation.","2015-03-16 11:43:43","2015-03-16 11:42:25","2015-03-16 11:43:43","78sec","Y","I would have to eliminate travel.  I would have to eliminate all leisure activities.  I would need to be a more careful shopper.  ","2015-03-16 11:44:15","2015-03-16 11:43:44","2015-03-16 11:44:15","31sec",NA,NA,NA,NA,NA,NA,"2015-03-16 11:44:16","2015-03-16 11:44:22","NAsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132512,552,2015-03-16 11:43:06,"1","experiment_Mar15_20","Y","A1VF3WAZ8YS8K2","2015-03-16 11:43:29","2015-03-16 11:43:08","2015-03-16 11:43:29","21sec","Y","A 5% difference isn't that much, and I don't think it would impact my day to day spending very much. I already don't take many vacations, if any, so I doubt anything would change after the pay cut.","2015-03-16 11:44:52","2015-03-16 11:43:29","2015-03-16 11:44:52","83sec","Y","I have a savings account specifically for emergency purposes and $200 wouldn't be much to take from it. I would only want to put a little extra into the account in the following months to make sure I make up the difference after I take it out.","2015-03-16 11:46:00","2015-03-16 11:44:53","2015-03-16 11:46:00","67sec","N","I have enough money on hand to be able to pay for the car. However, I might have to cut back on my spending this month and next month to be able to afford it.","N","N","It would be a pretty easy decision to make. I can afford to pay the entire cost up front without liquidating savings, so I don't think there would be a need to take out a loan or postpone the repairs.","2015-03-16 11:49:29","2015-03-16 11:46:01","2015-03-16 11:49:29","208sec","opt_1","1.","Y","No, I don't think the interest would be worth paying in this case since it would be fairly easy to just pay the $399 upfront.","2015-03-16 11:51:11","2015-03-16 11:49:30","2015-03-16 11:51:11","101sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust my bank to take care of my money and not overcharge me or add unnecessary fees to my account.","I trust my doctors and nurses to give me the attention and care needed to help me stay healthy and catch any diseases I may have before they become too dangerous.","2015-03-16 11:53:11","2015-03-16 11:51:12","2015-03-16 11:53:11","119sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"4","2015-03-16 11:55:57","2015-03-16 11:55:39","2015-03-16 11:55:57","18sec","3","1","3","1","2","1","3","1","1","1","2","1","3","3","2015-03-16 11:56:58","2015-03-16 11:55:57","2015-03-16 11:56:58","61sec",10,"$90,000 to $99,999",4,"4",6,"Some college, and currently enrolled","2015-03-16 11:57:13","2015-03-16 11:56:58","2015-03-16 11:57:13","15sec",2,"Female","1992",1,"January",1,"Never married",10,"$90,000 to $99,999",6,"Some college, and currently enrolled",7,"A student",22,"Student",1,"None",3,"Caucasian/White",1,"Democrat","2015-03-16 11:58:00","2015-03-16 11:57:13","2015-03-16 11:58:00","47sec"
132513,552,2015-03-16 11:44:10,"2","experiment_Mar15_20","Y","A2YTO4EY3MNYAJ","2015-03-16 11:44:46","2015-03-16 11:44:11","2015-03-16 11:44:46","35sec","N","My finances are not good as it is. getting a 5% decrease in wages will only hurt me. I would not be able to pay bills, I will not be able to buy food, I would not be able to afford the gas needed to drive to and from work even. I would be forced to find another job that will either pay me what I'm earning now or at a higher rate to even stay afloat.","2015-03-16 11:46:56","2015-03-16 11:44:47","2015-03-16 11:46:56","129sec","Y","I would ask either a family member or a friend for the money as I have always in the past paid my debts in a timely matter and they know that they will get there money back as well as a beer or two. No this would not cause me any long term financial crisis as I would be able to pay them back fast. I would not have to sacrifice anything. I would pay them back fast. they will get thier money back. coming up with the money would be easy it's just $200 . I will just wait till next payday and pay them back ","2015-03-16 11:52:24","2015-03-16 11:46:57","2015-03-16 11:52:24","327sec","Y","Yes this would probably require liquidating savings, or asking a family memeber or a friend for the cash. As I said previously anything less than $300 would be paid back fast and they all know that I am good for it. I have always paid my debts back on time and fast. Sometimes I do not even have to pay them back they just give it to me as a gift for being who I am. I take care of my family and friends and sometimes this is how they can repay me for everything I do for them. So maybe I will take it out of savings or maybe someone will help me out. It just depends on what I decide to do should this type of situation come about.","Y","N","Yes it would be easy to make a decision like this. Get the car fixed. why would anyone be willing to drive a vehicle that has the possibility of breaking down at any minute. Not only does that put you in harms way but everyone else around you. You would have to be some kind of Idiot to even consider not getting your car fixed. To be honest I can answer your questions very easily but I do not see the need for there to be a minimum of 100 words. That's just making me ramble on when I have already gotten to the point.","2015-03-16 12:03:27","2015-03-16 11:52:25","2015-03-16 12:03:27","662sec","opt_1","1.","N","In my honest opinion no, If the fridge is still working then I would begin to start saving money to pay for a new one. Saving up $400 should not take long and in the mean time save me the extra money that I would have to pay out for the interest. That way I could also save up for a fridge that I really like and just buy that. I don't see the need to pay extra cash for something that you can just save up for and just pay what you need to pay.Sometimes making payments is to your advantage and sometimes it's just not worth it.","2015-03-16 12:08:18","2015-03-16 12:03:28","2015-03-16 12:08:18","290sec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I trust in the fact that the city bus will transport my child to and from school safely everyday. I pay them good money for the tickets so I hold them to a high standard when it comes to my child.","I trust that the school in which my child goes to will protect my child and keep them safe when I cannot be around to do it myself.","I trust that the grocery store that I shop at will provide me with the freshest and highest quality foods available since I am spending my hard earned money in their store.","I do trust that the local diner that I sometimes treat my family to adheres to food and safety laws when preparing the food that my family will eat at their establishment.","I trust that the local police dept does their job in keeping the streets safe so when my children go play with friends they return home safely.","I trust in the local hospital and clinic to provide a clean and safe environment for everyone that visits their establishments and provide care in a timely fashion.","I trust in the local government to come up with and enforce laws that make this community a safe and happy place to live in for everyone that lives here.","I trust that the citizens in the community adhere to the laws and keep this a safe, happy, quiet community for their neighbors and all that move here.","I trust that the the crossing guards that work at the school do theirs jobs correctly and keep the peace whenever they are working and keep a close eyes on our children.","I trust that the companies in this community adhere to local and state laws and keep this community clean, safe, while providing good services to us all.","2015-03-16 12:22:50","2015-03-16 12:08:19","2015-03-16 12:22:50","871sec",3,"3","2015-03-16 12:25:55","2015-03-16 12:25:41","2015-03-16 12:25:55","14sec","4","1","4","1","4","1","4","1","4","1","4","1","4","4","2015-03-16 12:26:50","2015-03-16 12:25:56","2015-03-16 12:26:50","54sec",5,"$40,000 to $49,999",4,"4",7,"Associate degree (for example: AA, AS)","2015-03-16 12:27:19","2015-03-16 12:26:51","2015-03-16 12:27:19","28sec",2,"Female","1974",3,"March",3,"Married",5,"$40,000 to $49,999",7,"Associate degree (for example: AA, AS)",2,"Employed 3 or more years for the same company",1,"Administrative and office support",2,"1",5,"Latino/Hispanic",3,"Independent","2015-03-16 12:28:25","2015-03-16 12:27:19","2015-03-16 12:28:25","66sec"
